Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,price_change_pct,sma_5,sma_20
2025-01-07 05:00:00+00:00,241.8859985205852,244.44443460073455,240.263347789176,241.11947631835935,40856000,0.0,0.0,,,
2025-01-08 05:00:00+00:00,240.83078235887348,242.6127316047624,238.9692066706783,241.60726928710935,37628900,0.0,0.0,0.20230342907097132,,
2025-01-10 05:00:00+00:00,238.9293760168756,239.0787097724967,231.95094323601768,235.7836151123047,61710900,0.0,0.0,-2.4103803631356113,,
2025-01-13 05:00:00+00:00,232.47855694506205,233.61342361918983,228.68571346021636,233.3446350097656,49630700,0.0,0.0,-1.034414584481369,,
2025-01-14 05:00:00+00:00,233.69307331230715,235.05690023183172,231.4233398857589,232.2296905517578,39435300,0.0,0.0,-0.4778101960480563,236.8169372558594,
2025-01-15 05:00:00+00:00,233.5835582088168,237.88411516800545,233.3744970274307,236.79901123046875,39832000,0.0,0.0,1.9675867749100462,235.95284423828124,
2025-01-16 05:00:00+00:00,236.28136958651152,236.9383864807084,227.0033243432251,227.23228454589844,71759100,0.0,0.0,-4.040019692168107,233.07784729003907,
2025-01-17 05:00:00+00:00,231.07489856287185,231.24413133243607,227.4512878984511,228.9445343017578,68488300,0.0,0.0,0.7535239806619742,231.71003112792968,
2025-01-21 05:00:00+00:00,222.99146586562136,223.4095730413088,218.39227174297116,221.63758850097656,98070400,0.0,0.0,-3.1915790534446264,229.36862182617188,
2025-01-22 05:00:00+00:00,218.80040121474653,223.1109074563204,218.80040121474653,222.8222198486328,64126500,0.0,0.0,0.5344902711080568,227.48712768554688,
2025-01-23 05:00:00+00:00,223.72813912330528,226.00782197454976,221.29912251598503,222.6529998779297,60234800,0.0,0.0,-0.07594393899229557,224.65792541503907,
2025-01-24 05:00:00+00:00,223.76795755359672,224.61413662079448,220.4131353788753,221.77696228027344,54697900,0.0,0.0,-0.39345420817888943,223.56686096191407,
2025-01-27 05:00:00+00:00,223.01138591977585,231.10477141655377,222.9715575076631,228.82508850097656,94863400,0.0,0.0,3.178024510857891,223.5429718017578,
2025-01-28 05:00:00+00:00,229.81063008981928,239.1085741517517,229.7708016788408,237.187255859375,75707600,0.0,0.0,3.6543927124331743,226.6529052734375,
2025-01-29 05:00:00+00:00,233.0658751112276,238.7800363589156,232.95636977614703,238.28228759765625,45486100,0.0,0.0,0.461673935352791,229.7449188232422,
2025-01-30 05:00:00+00:00,237.59540286874545,239.70585285329432,236.14198492507637,236.520263671875,55658300,0.0,0.0,-0.739469116041247,232.51837158203125,
2025-01-31 05:00:00+00:00,246.07705979363328,246.07705979363328,232.3889674810629,234.93743896484372,100959800,0.0,0.0,-0.6692131500526055,235.1504669189453,
