Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,price_change,sma_5,sma_20
2025-01-06 05:00:00+00:00,243.210031063562,246.21643825220417,242.10502805254345,243.8969268798828,45045600,0.0,0.0,,,
2025-01-07 05:00:00+00:00,241.8859985205852,244.44443460073455,240.263347789176,241.11947631835935,40856000,0.0,0.0,-1.1387804664268475,,
2025-01-08 05:00:00+00:00,240.83078235887348,242.6127316047624,238.9692066706783,241.60726928710935,37628900,0.0,0.0,0.20230342907097132,,
2025-01-10 05:00:00+00:00,238.9293760168756,239.0787097724967,231.95094323601768,235.7836151123047,61710900,0.0,0.0,-2.4103803631356113,,
2025-01-13 05:00:00+00:00,232.47854174290725,233.6134083428242,228.6856985060818,233.34461975097656,49630700,0.0,0.0,-1.0344210560035871,239.15038146972657,
2025-01-14 05:00:00+00:00,233.69305795736565,235.0568847872792,231.4233246799516,232.22967529296875,39435300,0.0,0.0,-0.47781022729286304,236.81693115234376,
2025-01-15 05:00:00+00:00,233.58357326040945,237.88413049671607,233.37451206555187,236.7990264892578,39832000,0.0,0.0,1.9676000453105802,235.95284118652344,
2025-01-16 05:00:00+00:00,236.28136958651152,236.9383864807084,227.0033243432251,227.23228454589844,71759100,0.0,0.0,-4.040025875610331,233.07784423828124,
2025-01-17 05:00:00+00:00,231.07489856287185,231.24413133243607,227.4512878984511,228.9445343017578,68488300,0.0,0.0,0.7535239806619742,231.71002807617188,
2025-01-21 05:00:00+00:00,222.99146586562136,223.4095730413088,218.39227174297116,221.63758850097656,98070400,0.0,0.0,-3.1915790534446264,229.36862182617188,
2025-01-22 05:00:00+00:00,218.80041619812283,223.1109227348787,218.80041619812283,222.82223510742188,64126500,0.0,0.0,0.5344971556754174,227.4871337890625,
2025-01-23 05:00:00+00:00,223.72813912330528,226.00782197454976,221.29912251598503,222.6529998779297,60234800,0.0,0.0,-0.07595078175686165,224.65792846679688,
2025-01-24 05:00:00+00:00,223.76795755359672,224.61413662079448,220.4131353788753,221.77696228027344,54697900,0.0,0.0,-0.39345420817888943,223.56686401367188,
2025-01-27 05:00:00+00:00,223.01137104866308,231.10475600574816,222.9715426392062,228.8250732421875,94863400,0.0,0.0,3.1780176306170693,223.5429718017578,
2025-01-28 05:00:00+00:00,229.81063008981928,239.1085741517517,229.7708016788408,237.187255859375,75707600,0.0,0.0,3.6543996244401855,226.6529052734375,
2025-01-29 05:00:00+00:00,233.0658900359753,238.78005164957875,232.9563846938824,238.2823028564453,45486100,0.0,0.0,0.4616803685774551,229.7449188232422,
2025-01-30 05:00:00+00:00,237.59540286874545,239.70585285329432,236.14198492507637,236.520263671875,55658300,0.0,0.0,-0.7394754723483832,232.51837158203125,
2025-01-31 05:00:00+00:00,246.0770438113447,246.0770438113447,232.3889523877928,234.9374237060547,100959800,0.0,0.0,-0.669219601419091,235.1504638671875,
2025-02-03 05:00:00+00:00,228.9545099800506,230.78622201033428,224.68381655532255,226.98341369628903,73063300,0.0,0.0,-3.3855866316630068,234.78213195800782,
2025-02-04 05:00:00+00:00,226.2268166528706,232.0803470666968,225.62951205101965,231.7518310546875,45067300,0.0,0.0,2.100777885373928,233.6950469970703,232.21673889160155
2025-02-05 05:00:00+00:00,227.50106167329412,231.62242106375825,227.2422377698664,231.4233245849609,39620300,0.0,0.0,-0.1417492445395463,232.32325134277343,231.59305877685546
2025-02-06 05:00:00+00:00,230.24864925075528,232.74735812237688,229.3925206475463,232.1699676513672,29925300,0.0,0.0,0.32263086175317035,231.45319213867188,231.14558334350585
2025-02-07 05:00:00+00:00,231.55275755143825,232.946448173879,226.236788599926,226.60513305664065,39707200,0.0,0.0,-2.396879601190638,229.78673400878907,230.3954765319824
2025-02-10 05:00:00+00:00,228.7876615470872,229.8041745661949,226.4257278690688,226.8741912841797,33115600,0.25,0.0,0.1187343922486539,229.7648895263672,229.95000534057618
2025-02-11 05:00:00+00:00,227.4223198813819,234.42836130351915,227.35256634016287,231.82725524902344,53718400,0.0,0.0,2.183176471862147,229.77997436523438,229.8741371154785
2025-02-12 05:00:00+00:00,230.41209906543347,236.15247950770552,229.89386689621963,236.06277465820312,45243300,0.0,0.0,1.8270152940516038,230.7078643798828,230.06579208374023
2025-02-13 05:00:00+00:00,236.10264318513748,241.514131106333,234.7672133917818,240.70689392089844,53614100,0.0,0.0,1.967323848251623,232.41524963378907,230.26118545532228
2025-02-14 05:00:00+00:00,240.4278591482801,244.71320848741047,240.16875066053348,243.76644897460935,40896200,0.0,0.0,1.271070804775687,235.8475128173828,231.0878936767578
2025-02-18 05:00:00+00:00,243.31796980618805,244.34445851455,241.0158443494388,243.6368865966797,48822500,0.0,0.0,-0.05315020933958081,239.2000518798828,231.8225112915039
2025-02-19 05:00:00+00:00,243.8262313730556,245.1716216090192,242.33134319523683,244.03550720214844,32204200,0.0,0.0,0.16361258388950528,241.6417022705078,232.9424072265625
2025-02-20 05:00:00+00:00,244.1052669318995,245.9389927126525,243.45747295470235,244.9922332763672,32316900,0.0,0.0,0.39204379935835476,243.42759399414064,234.05090713500977
2025-02-21 05:00:00+00:00,245.11182656230832,247.84249441981407,244.38431857946645,244.71319580078125,53197400,0.0,0.0,-0.11389645779961155,244.22885437011718,235.15391693115234
2025-02-24 05:00:00+00:00,244.0953010258401,248.0119159709633,243.5870445183064,246.25791931152344,51326400,0.0,0.0,0.6312383382871323,244.7271484375,236.37796478271486
2025-02-25 05:00:00+00:00,247.15485528022737,249.14803959700345,244.0753891604379,246.1981201171875,48013300,0.0,0.0,-0.02428315584860341,245.23939514160156,237.24661712646486
2025-02-26 05:00:00+00:00,243.49736566903923,244.14514449402503,238.3150894487839,239.5408935546875,44433600,0.0,0.0,-2.704011939380868,244.34047241210936,237.36429901123046
2025-02-27 05:00:00+00:00,238.5941277716784,241.6337368385667,236.25213016109493,236.49131774902344,41153600,0.0,0.0,-1.273091938670523,242.64028930664062,237.27474975585938
2025-02-28 05:00:00+00:00,236.1425036842072,241.2649866571528,229.41550676334808,241.01583862304688,56833400,0.0,0.0,1.9131868844441513,241.90081787109375,237.49952850341796
2025-03-03 05:00:00+00:00,240.96600727263493,243.1983791446907,235.30537120652147,237.2188262939453,47184000,0.0,0.0,-1.5754202507164528,240.09299926757814,237.6135986328125
2025-03-04 05:00:00+00:00,236.8999245639949,239.25188262538288,233.88023638606123,235.1259765625,53798100,0.0,0.0,-0.8822443665799096,237.87857055664062,238.02072677612304
2025-03-05 05:00:00+00:00,234.6177134735288,235.7438674276595,228.44880585950324,234.93663024902344,47227600,0.0,0.0,-0.0805297297409524,236.9577178955078,238.17996673583986
2025-03-06 05:00:00+00:00,233.64106399817908,237.04940729600816,232.3654272740836,234.5280303955078,45170400,0.0,0.0,-0.17391917687868963,236.5650604248047,238.3352020263672
2025-03-07 05:00:00+00:00,234.3087831583753,240.54744460053885,233.95996981993864,238.2552947998047,46273600,0.0,0.0,1.5892618029543115,236.01295166015626,238.63946838378905
2025-03-10 04:00:00+00:00,234.73730306532093,235.35520052510583,223.45588808739055,226.70477294921875,72071200,0.0,0.0,-4.847960193409895,233.91014099121094,238.64445037841796
2025-03-11 04:00:00+00:00,223.0472821864493,225.0703629938446,216.7089556312574,220.08740234375,76137400,0.0,0.0,-2.9189374883390795,230.90242614746094,238.30511093139648
