Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,price_change_pct,sma_5,sma_20
2025-01-07 05:00:00+00:00,196.3410618872001,200.21588614035383,193.84085902952063,194.72738647460935,26487200,0.0,0.0,,,
2025-01-08 05:00:00+00:00,191.818768515616,195.52424236393108,191.62950729663424,193.19337463378903,24864800,0.0,0.0,-0.7877740612619699,,
2025-01-10 05:00:00+00:00,193.541994960258,195.7533354559894,189.5675553775491,191.29080200195312,26665200,0.0,0.0,-0.9848022145906188,,
2025-01-13 05:00:00+00:00,189.32851141262705,190.43416651970912,186.62907690279675,190.26483154296875,21823700,0.0,0.0,-0.536340716985384,,
2025-01-14 05:00:00+00:00,190.4939429327445,191.2310463286281,187.57536549994643,188.92010498046875,17174900,0.0,0.0,-0.7067656968420377,191.6792999267578,
2025-01-15 05:00:00+00:00,192.3367148823396,195.59396223510123,191.1115176062456,194.78712463378903,21776000,0.0,0.0,3.1055559988847348,191.69124755859372,
2025-01-16 05:00:00+00:00,193.3826375623353,194.7174064248049,192.05782421701397,192.15744018554688,17815400,0.0,0.0,-1.3500299124935111,191.48406066894532,
2025-01-17 05:00:00+00:00,195.76329797481387,196.46056410218043,192.9941444980855,195.23536682128903,27735100,0.0,0.0,1.601773333767409,192.2729736328125,
2025-01-21 05:00:00+00:00,198.29339931939404,201.50082353528188,197.0980685764286,197.27737426757807,29971300,0.0,0.0,1.0459208695308808,193.67548217773438,
2025-01-22 05:00:00+00:00,198.28342571973468,199.6978841991253,196.759395763808,197.5961151123047,26200600,0.0,0.0,0.16156989411988398,195.41068420410156,
2025-01-23 05:00:00+00:00,197.3670210617764,199.5185981768782,194.43848807720923,197.2076416015625,26951400,0.0,0.0,-0.19659977146888608,195.89478759765626,
2025-01-24 05:00:00+00:00,197.3271859216113,200.11625050908367,197.2275699580892,199.428955078125,23877500,0.0,0.0,1.1263830643289285,197.34909057617188,
2025-01-27 05:00:00+00:00,191.65938720339696,196.1119503677472,189.98593319836488,191.0617218017578,41728900,0.0,0.0,-4.1955960071542115,196.5143615722656,
2025-01-28 05:00:00+00:00,191.99806124313736,194.71740695981467,189.9361292430902,194.53811645507807,24157900,0.0,0.0,1.8195139353592182,195.9665100097656,
2025-01-29 05:00:00+00:00,194.7970833042233,196.0222806001553,192.6753879484473,194.64767456054688,18218300,0.0,0.0,0.05631703825719203,195.37682189941407,
2025-01-30 05:00:00+00:00,197.22758104242592,200.61431120284325,196.8988665834437,200.0863800048828,24354700,0.0,0.0,2.794128137731322,195.95256958007812,
